pokemon,ability_one,ability_two,ability_three,height,weight,moves,num_moves,hp,attack,defense,special_attack,special_defense,speed,type_one,type_two
monferno,blaze,iron-fist,,9,220,"['fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'double-kick', 'headbutt', 'take-down', 'double-edge', 'leer', 'ember', 'flamethrower', 'low-kick', 'counter', 'strength', 'fire-spin', 'dig', 'toxic', 'agility', 'double-team', 'focus-energy', 'metronome', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'reversal', 'protect', 'mach-punch', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'rock-smash', 'fake-out', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'slack-off', 'fake-tears', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'feint', 'u-turn', 'close-combat', 'fling', 'flare-blitz', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'switcheroo', 'nasty-plot', 'shadow-claw', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'smack-down', 'flame-charge', 'low-sweep', 'round', 'incinerate', 'acrobatics', 'retaliate', 'fire-pledge', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'burning-jealousy', 'lash-out', 'tera-blast', 'temper-flare', 'upper-hand']",106,64,78,52,78,52,81,fire,fighting
infernape,blaze,iron-fist,,12,550,"['fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'double-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'counter', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'agility', 'double-team', 'focus-energy', 'metronome', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'reversal', 'protect', 'mach-punch', 'scary-face', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'rock-smash', 'fake-out', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'slack-off', 'blast-burn', 'fake-tears', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'calm-mind', 'natural-gift', 'feint', 'u-turn', 'close-combat', 'fling', 'punishment', 'flare-blitz', 'aura-sphere', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'switcheroo', 'giga-impact', 'nasty-plot', 'shadow-claw', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'smack-down', 'flame-charge', 'low-sweep', 'round', 'incinerate', 'acrobatics', 'retaliate', 'fire-pledge', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'burning-jealousy', 'lash-out', 'coaching', 'scorching-sands', 'raging-fury', 'tera-blast', 'temper-flare', 'upper-hand']",124,76,104,71,104,71,108,fire,fighting
piplup,torrent,competitive,,4,52,"['pound', 'cut', 'headbutt', 'fury-attack', 'growl', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'drill-peck', 'dig', 'toxic', 'agility', 'double-team', 'haze', 'bide', 'waterfall', 'swift', 'bubble', 'rest', 'substitute', 'snore', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'helping-hand', 'brick-break', 'yawn', 'secret-power', 'dive', 'feather-dance', 'mud-sport', 'weather-ball', 'rock-tomb', 'signal-beam', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'roost', 'brine', 'natural-gift', 'pluck', 'fling', 'aqua-ring', 'defog', 'captivate', 'stealth-rock', 'grass-knot', 'double-hit', 'round', 'echoed-voice', 'scald', 'quash', 'water-pledge', 'work-up', 'disarming-voice', 'confide', 'power-trip', 'liquidation', 'flip-turn', 'triple-axel', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",85,53,51,53,61,56,40,water,
prinplup,torrent,competitive,,8,230,"['pound', 'cut', 'headbutt', 'fury-attack', 'tackle', 'take-down', 'double-edge', 'growl', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'drill-peck', 'strength', 'dig', 'toxic', 'agility', 'double-team', 'haze', 'bide', 'waterfall', 'swift', 'bubble', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'psych-up', 'rock-smash', 'whirlpool', 'hail', 'facade', 'helping-hand', 'brick-break', 'yawn', 'secret-power', 'dive', 'feather-dance', 'weather-ball', 'rock-tomb', 'signal-beam', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'roost', 'brine', 'natural-gift', 'pluck', 'fling', 'aqua-ring', 'shadow-claw', 'defog', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'round', 'echoed-voice', 'scald', 'quash', 'water-pledge', 'work-up', 'disarming-voice', 'confide', 'power-trip', 'liquidation', 'flip-turn', 'triple-axel', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",90,64,66,68,81,76,50,water,
empoleon,torrent,competitive,,17,845,"['pound', 'swords-dance', 'cut', 'headbutt', 'fury-attack', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'roar', 'supersonic', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'drill-peck', 'strength', 'earthquake', 'dig', 'toxic', 'agility', 'double-team', 'haze', 'waterfall', 'swift', 'bubble', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'charm', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'psych-up', 'rock-smash', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'brick-break', 'yawn', 'knock-off', 'secret-power', 'dive', 'feather-dance', 'hydro-cannon', 'weather-ball', 'air-cutter', 'rock-tomb', 'metal-sound', 'signal-beam', 'aerial-ace', 'iron-defense', 'covet', 'water-pulse', 'roost', 'brine', 'natural-gift', 'pluck', 'fling', 'aqua-ring', 'air-slash', 'vacuum-wave', 'giga-impact', 'avalanche', 'shadow-claw', 'flash-cannon', 'rock-climb', 'defog', 'captivate', 'stealth-rock', 'grass-knot', 'aqua-jet', 'hone-claws', 'round', 'echoed-voice', 'scald', 'quash', 'water-pledge', 'bulldoze', 'work-up', 'disarming-voice', 'confide', 'laser-focus', 'throat-chop', 'power-trip', 'liquidation', 'steel-beam', 'lash-out', 'flip-turn', 'triple-axel', 'dual-wingbeat', 'wave-crash', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",118,84,86,88,111,101,60,water,steel
starly,keen-eye,reckless,,3,20,"['wing-attack', 'whirlwind', 'fly', 'sand-attack', 'fury-attack', 'tackle', 'take-down', 'double-edge', 'growl', 'toxic', 'agility', 'quick-attack', 'double-team', 'mirror-move', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'revenge', 'endeavor', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'acrobatics', 'final-gambit', 'work-up', 'hurricane', 'confide', 'dual-wingbeat', 'tera-blast']",65,40,55,30,30,30,60,normal,flying
staravia,intimidate,reckless,,6,155,"['wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down', 'double-edge', 'growl', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'endeavor', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'acrobatics', 'retaliate', 'final-gambit', 'work-up', 'hurricane', 'confide', 'dual-wingbeat', 'tera-blast']",58,55,75,50,40,40,80,normal,flying
staraptor,intimidate,reckless,,12,249,"['wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down', 'double-edge', 'growl', 'hyper-beam', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'endeavor', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'close-combat', 'air-slash', 'brave-bird', 'giga-impact', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'acrobatics', 'retaliate', 'final-gambit', 'struggle-bug', 'work-up', 'hurricane', 'confide', 'laser-focus', 'dual-wingbeat', 'tera-blast']",64,85,120,70,50,60,100,normal,flying
bidoof,simple,unaware,moody,5,200,"['swords-dance', 'cut', 'headbutt', 'tackle', 'take-down', 'double-edge', 'growl', 'ice-beam', 'blizzard', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'skull-bash', 'amnesia', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'facade', 'taunt', 'superpower', 'yawn', 'secret-power', 'mud-sport', 'odor-sleuth', 'covet', 'water-sport', 'shock-wave', 'natural-gift', 'pluck', 'last-resort', 'aqua-tail', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'confide']",70,59,45,40,35,40,31,normal,
bibarel,simple,unaware,moody,10,315,"['swords-dance', 'cut', 'headbutt', 'tackle', 'take-down', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'double-team', 'defense-curl', 'waterfall', 'swift', 'amnesia', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'whirlpool', 'facade', 'focus-punch', 'taunt', 'superpower', 'yawn', 'secret-power', 'dive', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'pluck', 'fling', 'last-resort', 'aqua-tail', 'giga-impact', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'aqua-jet', 'round', 'echoed-voice', 'scald', 'retaliate', 'bulldoze', 'work-up', 'rototiller', 'confide', 'stomping-tantrum', 'liquidation']",80,79,85,60,55,60,71,normal,water
kricketot,shed-skin,run-away,,3,22,"['pound', 'tackle', 'growl', 'string-shot', 'bide', 'snore', 'mud-slap', 'uproar', 'endeavor', 'bug-bite', 'struggle-bug', 'lunge', 'skitter-smack', 'tera-blast']",14,37,25,41,25,41,25,bug,
kricketune,swarm,technician,,10,255,"['pound', 'swords-dance', 'cut', 'tackle', 'take-down', 'growl', 'sing', 'hyper-beam', 'strength', 'absorb', 'string-shot', 'toxic', 'screech', 'double-team', 'focus-energy', 'bide', 'leech-life', 'flash', 'rest', 'slash', 'substitute', 'snore', 'protect', 'mud-slap', 'perish-song', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'uproar', 'facade', 'taunt', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'hyper-voice', 'silver-wind', 'aerial-ace', 'natural-gift', 'night-slash', 'x-scissor', 'bug-buzz', 'giga-impact', 'captivate', 'bug-bite', 'hone-claws', 'round', 'echoed-voice', 'struggle-bug', 'sticky-web', 'fell-stinger', 'confide', 'infestation', 'power-up-punch', 'laser-focus', 'throat-chop', 'lunge', 'skitter-smack', 'tera-blast', 'pounce', 'trailblaze']",74,77,85,51,55,51,65,bug,
shinx,rivalry,intimidate,guts,5,95,"['double-kick', 'headbutt', 'tackle', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'quick-attack', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'charge', 'helping-hand', 'secret-power', 'fake-tears', 'signal-beam', 'howl', 'shock-wave', 'natural-gift', 'magnet-rise', 'night-slash', 'thunder-fang', 'ice-fang', 'fire-fang', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'snarl', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'baby-doll-eyes', 'psychic-fangs', 'rising-voltage', 'tera-blast', 'trailblaze']",72,45,65,34,40,34,45,electric,
luxio,rivalry,intimidate,guts,9,305,"['headbutt', 'tackle', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'charge', 'helping-hand', 'secret-power', 'fake-tears', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'thunder-fang', 'ice-fang', 'fire-fang', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'snarl', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'psychic-fangs', 'rising-voltage', 'tera-blast', 'trailblaze']",67,60,85,49,60,49,60,electric,
luxray,rivalry,intimidate,guts,14,420,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'hyper-beam', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'charge', 'helping-hand', 'superpower', 'secret-power', 'fake-tears', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'snarl', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'laser-focus', 'throat-chop', 'psychic-fangs', 'rising-voltage', 'tera-blast', 'trailblaze', 'supercell-slam']",75,80,120,79,95,79,70,electric,
budew,natural-cure,poison-point,leaf-guard,2,12,"['swords-dance', 'cut', 'pin-missile', 'absorb', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'stun-spore', 'sleep-powder', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'mind-reader', 'snore', 'cotton-spore', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'nature-power', 'secret-power', 'weather-ball', 'grass-whistle', 'extrasensory', 'bullet-seed', 'covet', 'water-sport', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'round', 'confide', 'dazzling-gleam', 'life-dew', 'grassy-glide']",59,40,30,35,50,70,55,grass,poison
roserade,natural-cure,poison-point,technician,9,145,"['swords-dance', 'cut', 'body-slam', 'poison-sting', 'pin-missile', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'stun-spore', 'petal-dance', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'nature-power', 'ingrain', 'secret-power', 'weather-ball', 'aromatherapy', 'bullet-seed', 'covet', 'magical-leaf', 'natural-gift', 'worry-seed', 'toxic-spikes', 'poison-jab', 'seed-bomb', 'energy-ball', 'giga-impact', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'venoshock', 'round', 'petal-blizzard', 'grassy-terrain', 'confide', 'venom-drench', 'dazzling-gleam', 'laser-focus', 'grassy-glide']",69,60,70,65,125,105,90,grass,poison
cranidos,mold-breaker,sheer-force,,9,315,"['fire-punch', 'thunder-punch', 'swords-dance', 'whirlwind', 'slam', 'stomp', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'payback', 'assurance', 'fling', 'rock-polish', 'dragon-pulse', 'earth-power', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'smack-down', 'round', 'chip-away', 'incinerate', 'bulldoze', 'confide', 'power-up-punch', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'dragon-cheer']",85,67,125,40,30,30,58,rock,
rampardos,mold-breaker,sheer-force,,16,1025,"['fire-punch', 'thunder-punch', 'swords-dance', 'cut', 'whirlwind', 'slam', 'stomp', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'flamethrower', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'rock-tomb', 'dragon-claw', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'payback', 'assurance', 'fling', 'rock-polish', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'smack-down', 'heavy-slam', 'round', 'chip-away', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'power-up-punch', 'laser-focus', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'tera-blast', 'trailblaze', 'dragon-cheer', 'supercell-slam']",103,97,165,60,65,50,58,rock,
shieldon,sturdy,soundproof,,5,570,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'iron-defense', 'rock-blast', 'shock-wave', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'guard-split', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'confide', 'stomping-tantrum', 'steel-beam', 'scorching-sands', 'tera-blast', 'trailblaze', 'hard-press']",77,30,42,118,42,88,30,rock,steel
