Pokemon,Item,Ability,Tera Type,Move 1,Move 2,Move 3,Move 4,Rank,Wins,Losses,Tournament
Tornadus ,Covert Cloak,Prankster,Steel, Bleakwind Storm, Tailwind, Scary Face, Rain Dance,178,6,3,North America International
LandorusTherian ,Choice Band,Intimidate,Ground, Stomping Tantrum, Earthquake, Rock Slide, Uturn,178,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Shadow Ball, Dazzling Gleam, Protect, Taunt,178,6,3,North America International
UrshifuRapidStrike ,Mystic Water,Unseen Fist,Grass, Aqua Jet, Close Combat, Surging Strikes, Detect,178,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Stellar, Protect, Sacred Sword, Sucker Punch, Icicle Crash,179,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Flare Blitz, Fake Out, Parting Shot, WillOWisp,179,6,3,North America International
Landorus ,Life Orb,Sheer Force,Steel, Protect, Earth Power, Sludge Bomb, Substitute,179,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Fire, Surging Strikes, Close Combat, Aqua Jet, Uturn,179,6,3,North America International
Raging Bolt ,Leftovers,Protosynthesis,Fairy, Protect, Thunderclap, Dragon Pulse, Calm Mind,179,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Uturn, Fake Out,179,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Protect, Icicle Crash, Sucker Punch, Sacred Sword,180,6,3,North America International
Heatran ,Life Orb,Flash Fire,Grass, Heat Wave, Flash Cannon, Earth Power, Protect,180,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Fake Out, Grassy Glide, High Horsepower,180,6,3,North America International
Kingambit ,Black Glasses,Defiant,Dragon, Swords Dance, Protect, Kowtow Cleave, Sucker Punch,180,6,3,North America International
OgerponWellspring ,Wellspring Mask,Water Absorb,Water, Ivy Cudgel, Follow Me, Spiky Shield, Horn Leech,180,6,3,North America International
Clefable ,Rocky Helmet,Unaware,Dragon, Follow Me, Helping Hand, Moonblast, Protect,180,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Shadow Ball, Moonblast, Dazzling Gleam, Protect,181,6,3,North America International
Amoonguss ,Sitrus Berry,Regenerator,Fairy, Spore, Rage Powder, Pollen Puff, Sludge Bomb,181,6,3,North America International
Baxcalibur ,Clear Amulet,Thermal Exchange,Poison, Glaive Rush, Ice Shard, Swords Dance, Protect,181,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Fake Out, Wood Hammer, Grassy Glide, High Horsepower,181,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Steel, Surging Strikes, Close Combat, Aqua Jet, Uturn,181,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Fake Out, Flare Blitz, Knock Off, Parting Shot,181,6,3,North America International
Dragonite ,Choice Band,Inner Focus,Normal, Extreme Speed, Outrage, Aerial Ace, Dragon Claw,182,6,3,North America International
TingLu ,Rocky Helmet,Vessel of Ruin,Poison, Protect, Ruination, Sand Tomb, Taunt,182,6,3,North America International
Gholdengo ,Choice Scarf,Good as Gold,Fairy, Make It Rain, Shadow Ball, Dazzling Gleam, Trick,182,6,3,North America International
Dondozo ,Leftovers,Oblivious,Grass, Protect, Wave Crash, Heavy Slam, Yawn,182,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Protect, Ice Spinner, Sucker Punch, Sacred Sword,182,6,3,North America International
Gouging Fire ,Booster Energy,Protosynthesis,Fairy, Burning Bulwark, Breaking Swipe, Heat Crash, Howl,182,6,3,North America International
Urshifu ,Choice Band,Unseen Fist,Poison, Wicked Blow, Close Combat, Poison Jab, Sucker Punch,183,6,3,North America International
Incineroar ,Sitrus Berry,Intimidate,Ghost, Flare Blitz, Knock Off, Fake Out, Helping Hand,183,6,3,North America International
Raging Bolt ,Life Orb,Protosynthesis,Fairy, Thunderbolt, Draco Meteor, Protect, Thunderclap,183,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Fake Out, High Horsepower,183,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Dragon, Moonblast, Icy Wind, Protect, Taunt,183,6,3,North America International
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Horn Leech, Spiky Shield, Substitute,183,6,3,North America International
Dondozo ,Leftovers,Oblivious,Fairy, Wave Crash, Heavy Slam, Yawn, Protect,184,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Stellar, Icicle Crash, Sucker Punch, Sacred Sword, Protect,184,6,3,North America International
Sinistcha ,Sitrus Berry,Hospitality,Fairy, Matcha Gotcha, Rage Powder, Life Dew, Curse,184,6,3,North America International
Gouging Fire ,Booster Energy,Protosynthesis,Fairy, Heat Crash, Breaking Swipe, Howl, Protect,184,6,3,North America International
TingLu ,Rocky Helmet,Vessel of Ruin,Poison, Sand Tomb, Ruination, Body Press, Protect,184,6,3,North America International
Dragonite ,Assault Vest,Inner Focus,Fairy, Extreme Speed, Aerial Ace, Dragon Claw, Stomping Tantrum,184,6,3,North America International
Landorus ,Life Orb,Sheer Force,Steel, Earth Power, Sludge Bomb, Substitute, Protect,185,6,3,North America International
ArcanineHisui ,Choice Band,Intimidate,Ghost, Flare Blitz, Rock Slide, Extreme Speed, Head Smash,185,6,3,North America International
OgerponWellspring ,Wellspring Mask,Water Absorb,Water, Ivy Cudgel, Horn Leech, Follow Me, Spiky Shield,185,6,3,North America International
Articuno ,Choice Specs,Snow Cloak,Ice, Blizzard, Ice Beam, FreezeDry, Sheer Cold,185,6,3,North America International
NinetalesAlola ,Light Clay,Snow Warning,Fire, Blizzard, Moonblast, Aurora Veil, Helping Hand,185,6,3,North America International
Raging Bolt ,Assault Vest,Protosynthesis,Fairy, Thunderclap, Draco Meteor, Electroweb, Snarl,185,6,3,North America International
Raging Bolt ,Life Orb,Protosynthesis,Electric, Thunderclap, Thunderbolt, Draco Meteor, Protect,186,6,3,North America International
Cresselia ,Safety Goggles,Levitate,Fairy, Lunar Blessing, Psychic, Icy Wind, Trick Room,186,6,3,North America International
Ursaluna ,Flame Orb,Guts,Ghost, Facade, Earthquake, Headlong Rush, Protect,186,6,3,North America International
Incineroar ,Sitrus Berry,Intimidate,Grass, Fake Out, Flare Blitz, Taunt, Parting Shot,186,6,3,North America International
Tornadus ,Covert Cloak,Prankster,Steel, Bleakwind Storm, Tailwind, Rain Dance, Protect,186,6,3,North America International
UrshifuRapidStrike ,Choice Band,Unseen Fist,Poison, Close Combat, Aqua Jet, Poison Jab, Surging Strikes,186,6,3,North America International
OgerponHearthflame ,Hearthflame Mask,Embody Aspect,Fire, Ivy Cudgel, Wood Hammer, Follow Me, Spiky Shield,187,6,3,North America International
Torkoal ,Charcoal,Drought,Fire, Eruption, Heat Wave, Helping Hand, Protect,187,6,3,North America International
Flutter Mane ,Choice Specs,Protosynthesis,Fairy, Dazzling Gleam, Moonblast, Shadow Ball, Power Gem,187,6,3,North America International
Raging Bolt ,Leftovers,Protosynthesis,Fairy, Thunderbolt, Thunderclap, Draco Meteor, Snarl,187,6,3,North America International
Walking Wake ,Life Orb,Protosynthesis,Fire, Hydro Steam, Flamethrower, Draco Meteor, Protect,187,6,3,North America International
Farigiraf ,Sitrus Berry,Armor Tail,Fairy, Dazzling Gleam, Helping Hand, Trick Room, Protect,187,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Steel, Surging Strikes, Close Combat, Ice Spinner, Uturn,188,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Taunt, Icy Wind, Protect,188,6,3,North America International
Incineroar ,Sitrus Berry,Intimidate,Ghost, Flare Blitz, Fake Out, WillOWisp, Parting Shot,188,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Uturn, Grassy Glide, Fake Out,188,6,3,North America International
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Grassy Glide, Swords Dance, Spiky Shield,188,6,3,North America International
Raging Bolt ,Leftovers,Protosynthesis,Fairy, Dragon Pulse, Thunderclap, Calm Mind, Protect,188,6,3,North America International
Incineroar ,Sitrus Berry,Intimidate,Ghost, Knock Off, WillOWisp, Parting Shot, Fake Out,189,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Steel, Surging Strikes, Close Combat, Ice Spinner, Uturn,189,6,3,North America International
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Grassy Glide, Swords Dance, Spiky Shield,189,6,3,North America International
Landorus ,Life Orb,Sheer Force,Poison, Earth Power, Sludge Bomb, Taunt, Protect,189,6,3,North America International
Raging Bolt ,Leftovers,Protosynthesis,Fairy, Thunderclap, Dragon Pulse, Calm Mind, Protect,189,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Uturn, Fake Out,189,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Water, Surging Strikes, Close Combat, Uturn, Aqua Jet,190,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Icicle Crash, Sucker Punch, Sacred Sword, Protect,190,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Uturn, Fake Out,190,6,3,North America International
Landorus ,Life Orb,Sheer Force,Poison, Earth Power, Sludge Bomb, Substitute, Protect,190,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Flare Blitz, WillOWisp, Parting Shot, Fake Out,190,6,3,North America International
Raging Bolt ,Leftovers,Protosynthesis,Fairy, Thunderclap, Dragon Pulse, Calm Mind, Protect,190,6,3,North America International
Amoonguss ,Sitrus Berry,Regenerator,Fairy, Grass Knot, Pollen Puff, Rage Powder, Spore,191,6,3,North America International
Kingambit ,Black Glasses,Defiant,Dragon, Iron Head, Kowtow Cleave, Sucker Punch, Protect,191,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Ice Spinner, Sucker Punch, Sacred Sword, Protect,191,6,3,North America International
OgerponWellspring ,Wellspring Mask,Water Absorb,Water, Ivy Cudgel, Horn Leech, Follow Me, Spiky Shield,191,6,3,North America International
Flutter Mane ,Choice Specs,Protosynthesis,Fairy, Shadow Ball, Dazzling Gleam, Perish Song, Moonblast,191,6,3,North America International
Gouging Fire ,Booster Energy,Protosynthesis,Fairy, Heat Crash, Breaking Swipe, Howl, Burning Bulwark,191,6,3,North America International
TingLu ,Rocky Helmet,Vessel of Ruin,Poison, Body Press, Sand Tomb, Ruination, Protect,192,6,3,North America International
Gouging Fire ,Booster Energy,Protosynthesis,Fairy, Breaking Swipe, Heat Crash, Burning Bulwark, Howl,192,6,3,North America International
Dondozo ,Leftovers,Oblivious,Grass, Wave Crash, Heavy Slam, Yawn, Protect,192,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Stellar, Icicle Crash, Sucker Punch, Sacred Sword, Protect,192,6,3,North America International
Gholdengo ,Choice Specs,Good as Gold,Fairy, Make It Rain, Shadow Ball, Dazzling Gleam, Trick,192,6,3,North America International
Dragonite ,Loaded Dice,Inner Focus,Steel, Extreme Speed, Scale Shot, Iron Head, Protect,192,6,3,North America International
Incineroar ,Aguav Berry,Intimidate,Grass, Fake Out, Knock Off, Flare Blitz, Parting Shot,193,6,3,North America International
Amoonguss ,Rocky Helmet,Regenerator,Fairy, Spore, Rage Powder, Pollen Puff, Sludge Bomb,193,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Water, Surging Strikes, Close Combat, Ice Spinner, Uturn,193,6,3,North America International
Farigiraf ,Sitrus Berry,Armor Tail,Fairy, Dazzling Gleam, Psychic, Trick Room, Helping Hand,193,6,3,North America International
Latias ,Leftovers,Levitate,Steel, Psyshock, Dragon Pulse, Calm Mind, Recover,193,6,3,North America International
Kingambit ,Safety Goggles,Defiant,Dark, Kowtow Cleave, Sucker Punch, Swords Dance, Protect,193,6,3,North America International
Flutter Mane ,Choice Specs,Protosynthesis,Fairy, Moonblast, Dazzling Gleam, Shadow Ball, Power Gem,194,6,3,North America International
UrshifuRapidStrike ,Mystic Water,Unseen Fist,Steel, Surging Strikes, Close Combat, Aqua Jet, Detect,194,6,3,North America International
Amoonguss ,Sitrus Berry,Regenerator,Water, Spore, Rage Powder, Sludge Bomb, Protect,194,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Flare Blitz, Fake Out, Parting Shot, Knock Off,194,6,3,North America International
Landorus ,Life Orb,Sheer Force,Steel, Earth Power, Sludge Bomb, Substitute, Protect,194,6,3,North America International
Tornadus ,Focus Sash,Prankster,Ghost, Bleakwind Storm, Tailwind, Rain Dance, Protect,194,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Fake Out, Grassy Glide, Uturn, Wood Hammer,195,6,3,North America International
Landorus ,Life Orb,Sheer Force,Poison, Earth Power, Protect, Taunt, Sludge Bomb,195,6,3,North America International
Iron Hands ,Clear Amulet,Quark Drive,Grass, Fake Out, Wild Charge, Drain Punch, Ice Punch,195,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Steel, Aqua Jet, Surging Strikes, Close Combat, Uturn,195,6,3,North America International
Porygon2 ,Eviolite,Download,Normal, Ice Beam, Trick Room, Recover, Tri Attack,195,6,3,North America International
Gouging Fire ,Booster Energy,Protosynthesis,Fairy, Burning Bulwark, Heat Crash, Breaking Swipe, Howl,195,6,3,North America International
Dragonite ,Choice Band,Inner Focus,Normal, Outrage, Iron Head, Aqua Jet, Extreme Speed,196,6,3,North America International
Dondozo ,Leftovers,Unaware,Dragon, Wave Crash, Earthquake, Order Up, Protect,196,6,3,North America International
Flutter Mane ,Choice Specs,Protosynthesis,Fairy, Moonblast, Dazzling Gleam, Shadow Ball, Power Gem,196,6,3,North America International
TatsugiriStretchy ,Sitrus Berry,Commander,Steel, Draco Meteor, Muddy Water, Helping Hand, Protect,196,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Stellar, Ice Spinner, Sacred Sword, Sucker Punch, Protect,196,6,3,North America International
ChiYu ,Choice Scarf,Beads of Ruin,Ghost, Dark Pulse, Heat Wave, Snarl, Overheat,196,6,3,North America International
Urshifu ,Choice Band,Unseen Fist,Dark, Wicked Blow, Sucker Punch, Close Combat, Uturn,197,6,3,North America International
Tatsugiri ,Life Orb,Commander,Steel, Draco Meteor, Muddy Water, Dragon Pulse, Protect,197,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Icy Wind, Taunt, Protect,197,6,3,North America International
Tornadus ,Focus Sash,Prankster,Ghost, Bleakwind Storm, Tailwind, Icy Wind, Protect,197,6,3,North America International
Glimmora ,Power Herb,Toxic Debris,Grass, Meteor Beam, Sludge Bomb, Mortal Spin, Spiky Shield,197,6,3,North America International
Dondozo ,Rocky Helmet,Unaware,Grass, Wave Crash, Order Up, Earthquake, Protect,197,6,3,North America International
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Spiky Shield, Wood Hammer, Follow Me,198,6,3,North America International
Farigiraf ,Sitrus Berry,Armor Tail,Fire, Psychic, Dazzling Gleam, Trick Room, Helping Hand,198,6,3,North America International
Urshifu ,Focus Sash,Unseen Fist,Dark, Wicked Blow, Detect, Close Combat, Sucker Punch,198,6,3,North America International
UrsalunaBloodmoon ,Life Orb,Mind’s Eye,Normal, Hyper Voice, Protect, Blood Moon, Earth Power,198,6,3,North America International
Tornadus ,Rocky Helmet,Prankster,Steel, Bleakwind Storm, Protect, Taunt, Tailwind,198,6,3,North America International
Iron Hands ,Clear Amulet,Quark Drive,Grass, Wild Charge, Fake Out, Close Combat, Hard Press,198,6,3,North America International
Urshifu ,Focus Sash,Unseen Fist,Dark, Wicked Blow, Detect, Sucker Punch, Close Combat,199,6,3,North America International
Tornadus ,Covert Cloak,Prankster,Steel, Taunt, Tailwind, Bleakwind Storm, Leer,199,6,3,North America International
Raging Bolt ,Assault Vest,Protosynthesis,Fairy, Electroweb, Snarl, Draco Meteor, Thunderclap,199,6,3,North America International
Landorus ,Life Orb,Sheer Force,Steel, Protect, Earth Power, Sludge Bomb, Imprison,199,6,3,North America International
OgerponWellspring ,Wellspring Mask,Water Absorb,Water, Spiky Shield, Ivy Cudgel, Horn Leech, Follow Me,199,6,3,North America International
Skeledirge ,Safety Goggles,Unaware,Fairy, Slack Off, WillOWisp, Shadow Ball, Torch Song,199,6,3,North America International
Gouging Fire ,Booster Energy,Protosynthesis,Fairy, Breaking Swipe, Heat Crash, Howl, Protect,200,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Stellar, Icicle Crash, Sacred Sword, Protect, Sucker Punch,200,6,3,North America International
Dragonite ,Assault Vest,Inner Focus,Fairy, Extreme Speed, Aerial Ace, Dragon Claw, Stomping Tantrum,200,6,3,North America International
Dondozo ,Sitrus Berry,Oblivious,Grass, Wave Crash, Heavy Slam, Yawn, Protect,200,6,3,North America International
TingLu ,Rocky Helmet,Vessel of Ruin,Poison, Body Press, Sand Tomb, Ruination, Protect,200,6,3,North America International
Gholdengo ,Choice Specs,Good as Gold,Fairy, Make It Rain, Shadow Ball, Dazzling Gleam, Trick,200,6,3,North America International
Porygon2 ,Eviolite,Download,Poison, Tera Blast, Trick Room, Recover, Ice Beam,201,6,3,North America International
Amoonguss ,Rocky Helmet,Regenerator,Water, Protect, Pollen Puff, Spore, Rage Powder,201,6,3,North America International
